,y_test,y_pred
65002,2.9,6.969428
64697,212.0,224.20265
81088,0.6,16.382427
74204,0.1,2.2671041
98616,380.35,321.64066
90218,2325.8,2467.072
91834,1004.9,1018.3793
85738,1.7,5.1282415
64192,2.35,4.3914557
94988,1116.05,1140.2723
79412,20.6,26.408775
54086,397.7,388.39682
84980,1620.5,1673.0284
91390,0.1,43.528965
72318,739.6,806.6372
71195,132.9,197.4826
60825,1021.4,1068.6498
86016,122.0,124.408844
93993,164.35,152.20209
91764,7.1,13.410682
87541,2080.55,2080.62
67371,365.65,403.67395
74212,0.1,1.4132453
85216,116.05,119.0048
57871,3330.0,3395.481
91228,199.95,183.32104
69681,9.2,13.546088
84480,19.95,33.809193
56624,2.55,6.2873526
72635,3.7,17.209232
75058,1.1,4.796767
63340,5.3,14.603606
94001,47.05,49.395557
92203,72.5,93.268616
75431,10.9,17.674435
84429,3799.5,3891.7766
99450,3110.25,3157.3896
72996,12.2,12.9884405
72555,639.05,677.639
77851,230.6,231.00218
95797,304.35,287.5375
73483,879.25,955.3002
97997,1325.0,1365.3259
99506,41.75,28.453537
71202,0.1,33.654274
85231,8.7,11.449592
96375,1915.0,2001.3065
75733,1317.1,1333.911
90272,18.95,27.00959
84069,63.25,103.923096
60508,1240.5,1296.3032
52490,1346.55,1422.874
79770,1.55,5.895499
92049,365.0,336.07828
73179,383.45,417.9813
75928,2.9,9.164939
94881,138.0,108.66769
92647,420.15,423.11523
65295,188.9,230.41046
95944,100.7,80.94849
62813,39.05,49.27227
53551,27.5,23.660156
83250,0.8,10.570838
62865,221.3,236.79237
82770,1255.25,1308.9019
59291,3675.9,3741.44
69643,999.5,1099.0892
92924,281.2,337.62543
54281,60.1,60.825264
79996,3.6,6.2873907
65300,98.15,137.73198
88393,1650.4,1705.216
64448,1302.5,1431.505
101730,6.25,11.14923
69839,0.55,3.953887
74354,2.85,3.599616
63328,39.8,61.0942
90606,0.65,28.419846
92740,72.95,80.00381
79647,0.6,5.6080236
97178,1610.7,1665.0477
102043,268.0,177.49985
53221,4.0,5.2929754
95268,70.4,45.61532
67365,568.2,607.9561
98869,0.95,33.83712
73722,14.4,13.184684
69549,77.45,100.65299
99018,10.25,25.53115
82170,117.6,137.73668
84591,98.0,130.01607
101024,280.25,245.81313
73034,754.0,833.88
86505,332.0,326.39883
74723,7.85,8.030356
81442,3.3,6.9339895
54218,1393.4,1457.8234
84309,214.85,251.04048
56603,25.1,50.210438
101900,14.5,10.952361
76867,50.35,61.988884
72208,3.7,10.8907995
89142,2459.2,2444.706
86992,0.45,5.081237
101673,1775.2,1821.5524
53920,5.65,9.1051855
96174,380.9,314.2652
81787,1301.7,1331.0477
73025,1399.5,1502.4751
99337,18.05,19.548378
101731,5.35,10.024718
74863,29.1,22.222775
68595,3.5,13.067466
101888,52.15,36.705345
81935,702.0,719.90137
58468,124.4,142.06375
67660,0.1,20.675236
61591,3136.2,3197.1196
75056,1.1,5.136077
71715,6.0,11.615935
78239,127.95,147.05977
69812,1.7,28.155136
62960,294.1,300.65668
101970,332.65,271.95337
84709,1210.15,1247.1863
101042,26.6,22.587433
66369,1732.4,1803.7681
64156,50.7,70.704
67375,258.0,283.81943
79994,3.65,6.605056
86976,1.05,13.143966
97894,280.0,229.08867
72614,520.7,598.7417
59070,6.8,7.973365
64301,5.1,7.503867
57549,123.1,116.68303
70222,320.1,369.43234
84169,1161.5,1185.7737
100421,279.55,202.25438
82378,7.55,9.095191
91654,256.0,237.9374
83948,6.75,62.316795
90444,260.95,247.23543
89344,2.5,16.076294
83744,4.75,3.4939947
94344,686.85,746.9962
58646,0.95,6.065696
81769,100.15,121.12015
79597,1874.4,1970.9088
102105,914.9,867.3688
75004,1280.95,1304.3066
73990,75.5,83.63424
94729,1055.0,1071.0842
77829,1230.75,1284.4154
98770,744.45,694.2386
67929,101.2,119.3756
89997,58.9,55.24037
101703,346.25,354.57672
64269,225.85,283.47824
63199,752.4,814.9783
59770,32.15,47.062656
68552,1155.0,1299.7673
64168,3.55,17.527206
78119,0.1,4.8532934
72107,8.35,27.605145
73648,3.5,5.108596
100811,2411.45,2420.876
86972,1.65,24.602459
92317,213.85,223.84244
73518,4.25,11.563483
89978,789.85,783.5521
95360,185.75,247.32191
73495,316.45,331.63504
100266,20.7,20.370895
76024,16.05,26.214157
96157,995.0,959.47797
80464,280.35,319.91446
85560,391.35,403.18542
85021,6.75,27.985363
76143,1413.5,1508.6119
85222,31.65,55.716656
79555,13.7,16.90152
67147,16.6,41.643806
70047,269.1,296.73358
56625,2.5,6.0975943
53196,64.6,70.1706
88170,114.75,114.62092
62616,3.95,5.3524084
62596,9.2,21.011948
92671,12.75,16.522415
87788,1692.95,1700.3239
80868,19.6,25.939068
83586,77.6,94.67961
69801,180.6,240.12276
70221,351.9,402.0277
63343,4.4,10.480079
98300,1135.8,1136.3126
66744,101.1,125.00407
74547,19.95,19.564323
88704,105.2,99.68632
98174,31.65,44.123066
71960,213.45,293.51785
73982,177.05,172.46513
71199,0.1,75.74826
64302,4.6,7.3095922
54299,539.55,591.8627
76346,19.35,21.69582
89193,125.75,188.59294
91519,1052.4,1063.5192
66007,333.95,357.27863
76354,15.3,14.4975195
67493,320.0,345.09122
92333,7.9,20.08786
91560,1.25,9.141608
86907,1708.65,1740.3911
91342,2336.45,2397.7085
55890,1382.65,1425.9471
58564,1233.3,1215.8627
54358,401.35,444.38922
76178,56.15,77.69552
52675,412.95,458.31686
71995,0.9,4.9757833
71557,367.55,376.6378
81585,135.25,158.45439
55755,900.0,944.6251
78115,0.05,5.612403
76945,126.55,133.94693
60038,1315.0,1356.6578
74449,31.7,38.025578
96534,973.05,976.37427
76958,15.65,23.125008
79952,299.7,347.6583
98331,44.95,48.28179
62479,81.2,108.164474
56861,167.85,151.40363
71993,1.0,5.3553305
75406,325.2,362.0698
88426,2.8,119.25911
55748,1595.0,1598.4276
53614,1250.05,1265.4664
69841,0.5,3.6452627
52682,150.55,76.15673
101985,69.2,42.559444
60985,835.2,854.77515
66618,427.1,460.81796
87949,50.05,59.27322
101669,1977.3,2021.5835
57952,2.3,13.809081
58510,8825.0,8954.169
57789,38.05,47.888577
56718,1025.0,1024.892
80713,3.85,6.3726187
64710,1550.0,1675.6749
77984,81.25,75.1225
88437,0.05,11.175399
100661,1112.95,1135.5134
73345,665.25,722.2613
62346,290.95,336.16437
85730,2.4,6.4756613
59056,11.95,16.130058
76671,146.35,156.50233
72436,6628.1,6774.3447
71389,1.2,3.529914
94090,1704.3,1758.6625
60806,3532.3,3600.6072
71614,287.75,314.79865
68465,0.8,7.0334616
98830,1601.9,1686.8044
86946,910.45,928.923
90108,4.95,14.821815
63841,92.3,76.85815
58063,1812.9,1782.0967
59872,12.1,12.083961
92744,38.2,46.038803
69246,261.7,309.94815
59738,1201.65,1249.9205
69244,340.2,389.38086
87103,25.25,51.387447
66876,618.05,654.15576
62965,195.2,131.54716
72868,22.45,33.29046
59304,1078.0,1111.5935
63737,888.9,940.47876
57342,1.7,5.0125723
64172,2.75,11.652549
98833,1428.5,1478.992
97882,738.1,708.68164
70625,3.0,14.924651
58784,6.7,17.330551
86261,6.3,34.92538
64758,0.8,6.0929174
81414,72.6,94.68136
83434,1753.9,1819.3739
52497,903.45,975.9293
69086,1765.3,1877.3224
94892,23.45,24.078918
71176,1086.45,1113.0748
95498,450.2,494.90372
68472,0.65,5.3465567
72608,869.25,946.33813
85228,9.35,14.653022
98840,1080.0,1130.3683
93038,904.0,944.9087
63244,2.0,5.2378454
61744,855.9,938.1217
69492,281.0,306.1498
74439,200.15,188.56078
101964,535.7,480.72983
76570,0.8,5.102004
94366,146.2,124.66181
84181,500.85,543.86975
94340,848.65,930.2253
64883,2.3,5.528022
96661,2155.2,2203.1
58463,263.55,285.0573
52509,359.55,415.61957
63439,121.5,140.83473
72763,53.05,57.38925
91521,931.6,964.2058
61110,638.5,640.9496
97205,246.5,288.84146
95521,0.05,13.703231
67811,2.0,15.783584
85690,625.7,634.57355
83879,10.95,15.937369
99941,2.4,13.806472
57936,125.7,170.64302
74188,0.05,4.8978796
86743,4.05,6.7171392
77868,39.8,41.961777
62472,291.65,342.4291
53911,10.65,20.862328
62620,3.65,4.735198
80704,4.6,8.136985
100816,2147.25,2171.151
101709,155.65,150.08054
83696,617.6,650.58014
69518,1297.5,1380.6232
60419,364.6,375.83322
96683,1045.55,1060.7157
68311,57.6,71.57844
82692,7.15,30.218914
90275,14.0,19.641075
54480,900.8,931.7001
80803,11.0,14.832595
93516,112.8,110.01211
52396,14.85,41.95451
59962,9.95,10.860053
54233,427.7,473.44608
55556,14.6,19.007874
76296,1214.9,1242.016
69489,381.5,403.02924
56629,2.4,5.350486
64880,1.95,6.0008383
93287,313.7,329.13602
53165,1357.1,1412.7383
58960,268.0,259.5693
102325,2322.15,2246.9817
62225,307.2,321.63223
84674,604.0,643.4824
74309,340.45,359.8323
90997,1560.0,1577.624
94595,356.15,390.44495
64023,849.9,914.36584
65187,159.35,211.05772
69804,73.55,134.18355
60237,2.05,7.710685
90914,501.0,487.25348
60977,1587.5,1609.1576
78954,0.75,3.710967
75719,318.9,317.57526
83164,2810.0,2974.8928
68716,5.05,12.524367
56034,890.0,1063.2712
95033,12.5,13.12371
89187,385.45,425.31815
53776,4.4,16.69107
91027,241.0,225.21033
96399,624.55,644.0113
83645,175.7,198.30293
65992,868.25,943.99963
76002,404.95,514.2444
70219,415.95,467.2181
56044,307.2,327.28128
74182,0.1,5.38433
99385,378.8,369.54666
101963,578.0,519.6382
96544,485.25,491.87842
92661,70.5,81.74764
91748,99.95,84.54971
75736,238.9,259.1374
52482,2035.45,2120.836
64279,37.95,66.43701
97525,7.3,10.790351
77297,286.95,332.72977
52530,10.2,21.688835
62487,8.8,27.948383
71795,778.85,817.55
63323,119.5,147.90178
88158,437.55,422.00772
77435,40.7,50.432175
58643,1.0,6.7409277
68841,600.65,671.4803
55894,1127.5,1177.664
86655,8.5,11.006095
76687,4.5,14.518462
71220,0.1,5.7379217
101893,29.6,20.589645
61877,5.0,14.803481
78236,232.3,247.20332
72448,730.0,785.92413
52716,325.85,372.60193
92215,2.1,16.118362
96935,1922.7,1914.9562
99728,1373.95,1430.798
100651,1608.5,1636.7206
58663,1.0,3.1640158
55790,1.3,10.299392
89588,11.85,21.690166
59306,976.8,1012.28033
84643,46.65,55.02722
58560,4194.95,4132.877
83455,397.6,445.52176
95693,1.25,7.5504293
85714,7.0,22.409096
99451,2618.1,2653.2913
76105,11.0,16.28656
64502,11.35,12.488906
77242,16.9,17.074966
82800,28.3,60.095615
58918,3.8,5.366111
99926,67.15,64.99728
85010,128.85,156.93456
55262,137.85,170.90031
98716,720.95,677.40924
70920,230.1,255.17729
94770,3.9,11.263778
81816,0.1,40.90166
68870,22.95,42.887646
52543,3.75,7.415221
59366,0.8,2.974845
53867,1631.95,1690.885
84459,308.65,345.1655
94279,50.7,53.302406
82678,230.25,283.74637
82901,562.55,657.70264
100836,1174.1,1169.9858
88440,0.05,11.645667
55389,409.75,428.95474
53187,293.85,325.7372
57437,1230.0,1253.4283
102049,147.55,85.0504
60835,521.15,572.07996
73192,125.15,136.8066
81050,3301.2,3333.627
64486,28.35,42.532818
90268,37.9,53.01075
81605,13.25,15.806277
82323,1230.0,1266.8428
69541,219.2,244.48929
65088,309.3,360.1004
69903,1790.0,1851.7599
93665,1697.0,1677.0774
56858,273.85,255.71642
94107,882.4,914.89624
101534,5.5,21.42485
69517,1399.65,1474.6453
97665,19.5,16.995415
83001,357.6,398.23282
54756,443.9,441.6923
80129,157.95,177.59834
96069,919.7,1034.3875
79219,562.8,613.72473
90754,2.2,14.9975195
63221,11.1,38.841408
63129,0.35,2.6595144
73887,5.35,7.8685064
90253,330.4,312.87723
80665,568.9,615.20996
75758,867.15,883.33954
77978,307.3,315.27206
64858,8.4,41.172325
57903,1908.15,1952.029
60988,637.0,656.14856
72602,1380.55,1446.7777
91302,2808.0,2884.5813
72490,6.3,8.267562
65985,2722.85,2858.6082
65650,1265.0,1335.111
78922,8.9,43.584026
71897,85.3,76.650406
62206,1487.0,1559.5968
95963,7.65,10.730369
79157,5.75,16.667747
100074,949.45,903.8053
80298,169.5,180.74759
60747,12.9,12.27954
58519,1189.15,1200.4354
60746,12.7,17.380188
102057,59.8,22.470139
60432,38.35,53.235867
88453,0.05,4.9982443
93718,619.75,662.29126
54982,502.0,555.43475
87403,1840.0,1878.3999
75537,2219.05,2319.4602
94859,1029.95,1055.9308
93035,1048.0,1093.89
55522,978.55,993.78284
86698,790.3,785.5748
53586,2011.7,2165.5562
59494,2.9,12.6676855
88101,27.85,19.234108
100099,53.1,56.571987
90589,485.2,501.26385
100056,1817.4,1806.9982
68117,125.7,132.82236
64981,13.85,46.952396
85520,3959.0,4044.6035
60667,858.0,915.01917
77263,3749.0,3500.2007
92335,5.75,17.902039
99403,38.5,46.35149
99140,1375.0,1497.2277
61658,1.05,7.9485235
95670,107.95,118.7188
59598,7.7,14.791816
100882,4.75,10.54293
62951,541.4,552.7801
81188,563.25,622.7151
56893,1115.05,1128.9344
98173,40.0,50.179554
59340,1.0,11.912513
71064,6.1,8.0149145
54394,0.05,5.039489
94983,1354.45,1388.5748
57128,1800.0,1851.2743
75386,1239.95,1340.0023
58079,358.25,365.8831
89581,36.05,62.91193
67943,4.85,17.819931
90274,14.65,21.114506
91369,882.05,929.7937
57831,2146.4,2167.217
76976,6.15,7.9039755
56920,90.0,91.86159
52272,99.95,170.79169
100820,1961.1,1973.9188
81384,1680.25,1783.7675
77687,838.2,916.2523
78032,59.95,63.168488
71469,310.95,331.90775
99011,60.6,60.000687
64752,0.85,9.41738
64065,1.2,6.1844625
56889,1400.0,1422.233
69742,21.7,23.90493
64872,2.05,8.5248785
93063,41.9,56.743305
70075,3.55,7.3618383
59887,1800.0,1677.7814
73881,5.5,7.7228765
81762,2485.0,2594.0596
92054,236.85,214.7336
98050,0.85,6.019614
70756,3.2,6.876548
79844,259.5,303.2992
54277,1999.8,2028.8014
54333,1773.0,1861.4584
73718,21.2,20.50214
75605,6.75,7.3554068
64726,327.25,378.4452
89855,30.6,77.03585
91292,16.75,18.342422
93049,394.1,424.4796
76982,5.65,6.950942
93250,2208.5,2247.104
68427,748.7,818.4085
59167,415.7,437.12564
83600,4.75,9.442176
64596,134.5,158.63817
91642,755.85,750.37524
83918,1651.2,1780.2621
95036,10.4,10.437873
91516,1210.3,1212.489
63644,140.6,153.55757
64077,1.1,4.1390676
52937,265.45,309.6768
52852,1462.95,1528.4664
100032,4309.65,4313.403
81806,345.8,383.58484
56047,208.0,224.18065
83247,0.9,13.593291
68593,3.55,16.004799
63356,3.6,5.633193
85592,1.1,6.1881933
56420,1703.0,1715.133
76929,633.55,674.73975
89057,387.5,379.73602
60363,2.95,5.6731253
54877,592.85,602.6702
96397,714.5,743.3247
59485,10.35,32.237484
83364,2.4,15.519393
102109,751.35,684.12317
65173,544.25,627.67456
96982,65.1,45.097958
86984,0.6,6.4638205
78692,141.05,146.91417
58185,1040.0,1012.62897
79235,76.85,105.8088
80330,1410.05,1452.2592
100235,809.4,739.8441
88701,187.05,179.08003
67920,395.95,425.0707
99472,844.4,813.64453
65099,61.25,87.30786
96845,333.05,384.27213
61327,136.8,112.23557
62938,2286.2,2400.5562
94562,2041.0,2100.0308
58585,2200.75,2242.527
76709,1.75,4.122672
93030,1488.0,1542.0198
98615,413.0,351.36545
93511,185.95,171.31367
73377,1.35,6.2870855
61871,25.45,51.35402
75772,198.35,223.11488
89224,0.55,5.3481665
58890,93.15,79.208855
75006,1070.3,1105.68
65421,632.25,670.19653
67033,1.65,7.340934
85425,767.25,805.9354
63077,535.05,581.93915
58354,28.8,42.861122
61987,38.3,62.295097
57570,5.9,6.437125
86215,632.65,658.7837
96164,710.85,646.8104
71966,46.0,96.39336
89831,1138.2,1146.3925
63775,20.7,17.170166
63624,729.55,800.55676
63327,49.85,64.3782
96670,1681.25,1710.1036
91008,986.15,988.6566
75589,22.85,25.867321
81388,1095.0,1188.4635
100607,396.7,282.13574
56204,763.85,785.60315
81746,1830.9,1976.4408
63318,260.45,308.2435
74536,109.0,88.945274
63727,5564.85,5739.898
57452,199.3,208.68633
74869,22.3,16.82336
87826,4.25,30.266525
83943,136.1,207.97443
61149,3.25,6.1734533
75055,1.1,5.325858
76433,793.25,941.78094
76325,153.85,158.82039
97511,42.95,49.80338
73852,41.9,53.662895
60356,3.35,6.8853292
57692,8.15,9.793166
93978,702.25,731.23413
57283,1330.0,1367.889
74454,13.0,18.641861
73311,3615.05,3705.984
55072,938.6,962.3635
76310,551.75,564.09534
65580,2.0,6.0853567
91418,0.1,4.481452
55410,7.4,14.557654
90259,163.5,148.50919
101200,4145.15,4180.4155
87848,1.15,5.2933493
68112,325.8,327.58417
52502,666.3,727.6265
102254,278.85,177.2025
71621,116.15,122.848785
91525,748.9,765.57947
82381,5.25,4.406089
61234,9.4,9.587638
56914,198.3,190.94118
53661,0.5,6.1337576
57339,1.75,5.5466833
69779,1443.95,1511.3624
93662,3950.0,3946.262
72857,160.0,167.63466
79657,0.5,3.8772955
82910,233.95,275.68732
71971,6.9,41.220787
52963,1.5,6.255286
87846,1.15,5.672904
52513,216.4,267.36075
58754,905.0,913.9263
68394,1221.25,1246.05
81217,1.8,12.16426
90832,580.65,573.5007
77982,162.0,167.46227
63921,0.05,15.459041
87699,0.25,11.41471
85914,135.95,120.464134
61550,12.95,11.862029
60079,0.5,10.186576
52260,653.0,708.29224
79507,644.0,692.8809
58765,385.2,385.05258
55552,27.55,41.69791
80457,586.1,638.1841
101124,87.45,91.51527
57558,16.55,21.824043
58091,36.6,55.893147
79957,153.45,192.97813
94071,3423.55,3512.4702
75707,16.1,17.654648
87420,730.85,723.952
59948,6814.45,6952.041
78095,0.1,54.93596
97200,472.6,512.14246
75280,5.5,7.629943
89705,253.85,265.72476
87085,652.15,665.39557
69126,58.85,98.075935
64766,0.7,4.6584234
57459,47.9,61.605198
83892,66.0,71.310326
78724,10.55,10.101241
89220,0.75,6.1072836
58210,7.05,11.865607
86952,603.95,630.98315
84304,386.95,422.54684
75454,5.7,7.3052816
88283,375.0,360.29794
65287,447.6,517.32385
73995,46.75,51.053192
75035,6.1,28.920551
79600,1107.2,1159.5029
76006,345.8,356.29605
60367,2.7,5.0558767
93745,1.6,14.24755
54509,2.95,17.878525
95459,2661.0,2716.7046
71371,1.3,6.8467474
81797,795.8,834.4594
65423,526.6,570.8835
76651,1091.4,1104.1927
88719,3.05,15.1732855
96964,345.45,291.05225
65705,2.7,5.7596045
72658,1.6,4.25595
94015,9.25,10.5921545
91389,0.2,64.01455
74621,30.45,32.5034
86965,42.75,93.38067
68703,48.0,70.66647
93145,1565.0,1727.548
90728,551.25,537.15967
72788,2.9,5.798957
74874,18.9,13.193824
78678,502.9,511.43704
95361,267.5,224.89825
92807,907.0,917.7598
74736,7.1,7.250861
73059,68.45,82.17785
62945,908.15,940.61993
58616,356.95,382.35962
85275,2025.0,2075.0557
75906,191.15,202.71596
77347,0.5,2.0098028
62863,280.0,281.53384
60232,2.3,12.911307
90852,27.05,43.750504
68186,82.65,106.010345
69637,3913.35,4052.6904
63255,2.05,3.5291204
60777,1890.85,1946.9775
58314,1713.6,1763.2079
95799,238.9,220.98962
89567,281.15,307.52914
65398,1715.7,1830.6803
72203,6.9,17.647217
73200,57.45,63.938072
78363,41.2,57.62046
92889,2209.35,2268.6562
94860,900.0,956.6099
74157,254.4,315.051
90585,683.95,701.37384
63448,22.9,42.201923
82572,9.8,44.77086
57478,3.8,7.770034
79609,624.5,662.9366
101997,19.95,10.772269
73168,881.05,904.3458
68961,794.3,828.23816
67639,644.15,681.66077
101251,239.4,164.37407
57951,2.25,14.952178
93885,15.45,22.067375
83873,1148.25,1177.548
93241,3279.7,3355.6338
58363,9.25,12.371139
56175,15.5,18.749084
75917,14.85,30.733814
84226,1.85,5.7353506
76539,266.55,288.37607
69520,1105.4,1191.8844
52911,1950.0,1959.482
100805,2843.0,2876.3955
63465,5.4,7.7373724
66712,2442.1,2528.1572
68574,168.35,234.52092
82924,7.7,17.759392
91529,574.0,566.9531
52650,5.45,11.691688
90583,787.0,800.68726
73839,233.25,240.57014
54226,661.35,701.6598
57863,1450.0,1294.3809
98983,1280.55,1363.407
82903,475.25,525.0586
100339,26.1,19.837708
78477,5.0,7.4152517
80101,1141.05,1195.558
55406,13.35,25.441124
95269,63.75,41.420643
69937,30.75,54.849525
96327,16.75,14.251487
90992,1805.8,1922.1996
96981,70.85,52.276756
100655,1390.15,1433.4532
91320,1261.9,1294.907
102118,438.05,356.6291
79379,581.7,605.7908
86185,654.0,671.882
82832,2.85,5.3896856
55633,978.25,1046.3073
76152,866.4,922.40625
87399,3914.8,3978.3098
64275,86.8,112.90846
80119,415.55,445.62692
87302,268.75,258.00626
64714,964.35,1017.7975
67330,11.2,11.876395
64754,0.85,7.567542
79041,15.4,42.664837
61029,2.15,5.5063925
93899,4.55,7.2085333
65589,1.6,4.581359
97793,147.4,113.332245
57650,840.55,866.05
88863,191.4,188.2213
59955,1582.7,1599.2289
102054,76.1,31.654858
100535,405.65,322.8909
90248,498.6,486.28122
81519,501.65,552.5572
97877,997.7,992.3599
84395,10.15,15.659583
87850,1.15,4.973922
70174,355.2,384.3286
79036,60.3,76.46844
55733,975.0,999.73456
84577,547.3,599.0752
61954,1176.2,1255.7861
100676,385.85,404.16138
84392,10.0,19.885048
73334,1330.15,1369.508
62372,0.85,6.285323
87067,1844.8,1870.4059
55286,2.85,8.369391
81827,0.05,10.9135275
63088,41.8,114.40763
90938,13.1,20.578072
54342,1205.1,1244.8984
66016,149.9,172.77031
94264,307.95,298.197
99886,1964.3,1977.1615
73001,9.5,9.217238
69223,1740.05,1825.9233
55793,1.2,7.0529013
77455,2.25,6.1744223
66886,134.3,194.11469
82927,7.5,13.777282
85723,3.1,9.9015875
93693,2040.0,2121.3677
74615,124.15,109.590904
91544,46.1,50.76741
88544,1678.6,1687.4725
67024,1.95,16.316223
60052,566.9,611.7918
81429,4.4,15.539489
63330,25.75,48.93667
96570,7.4,17.719246
89165,1828.1,1882.0629
95794,415.6,403.88663
87070,1547.15,1565.6414
86942,1205.65,1226.8624
71502,2.25,6.502639
67265,18.1,35.992474
57015,533.0,558.75305
66298,1.95,7.395217
99745,526.5,586.62366
94109,790.35,815.57544
95020,57.0,56.660545
60816,1526.8,1574.9481
56477,0.7,4.861205
64027,605.3,666.08264
70068,4.45,14.942298
80863,36.1,55.43402
86650,92.65,89.373146
64243,1675.7,1777.9437
56471,0.8,5.999915
86266,2.15,13.367637
55912,277.9,318.95676
75067,1.05,3.4079504
86187,58.65,59.738113
63203,501.1,566.69464
69940,11.1,44.999302
82998,457.25,496.24442
60054,464.3,511.71027
80365,0.65,12.526832
69560,16.85,27.741257
65592,1.35,4.118453
79150,22.15,48.616585
80870,17.15,21.915588
55692,1657.6,1675.7661
82163,323.35,352.35413
72874,8.3,15.901366
93500,466.05,460.4825
66899,0.6,12.716933
70360,3.05,8.398269
95632,1900.2,1939.8268
73066,23.15,34.265644
87111,3.5,17.342957
53648,0.85,16.367653
92047,421.35,395.67868
75423,29.2,52.662807
85144,42.2,63.071808
77094,138.85,138.8553
57609,10.0,11.291511
61944,1938.95,2041.8401
91371,783.7,830.48035
88797,149.3,144.97493
60675,438.8,452.21243
93245,2709.3,2750.7148
63626,609.7,667.5113
93995,122.35,99.36568
73052,174.1,189.85464
82462,265.4,284.9902
60561,7.05,8.042777
76556,1.45,13.071921
75925,3.35,13.180396
94267,225.25,212.78902
101986,63.05,36.636086
57829,3073.05,3154.5786
87626,1776.65,1810.4492
73389,1.3,4.140929
55127,2.0,24.88453
77471,1.9,3.496642
76327,123.35,133.79839
70429,1889.8,1955.8363
96841,482.8,532.9358
76439,551.55,590.1006
100316,437.1,375.1376
100641,2400.6,2445.3809
78372,5.7,17.883568
61013,3.9,15.973296
85000,500.85,524.0221
62871,109.15,120.17277
55241,1067.9,1099.8842
81207,9.15,39.25186
102236,963.45,886.4737
96959,486.3,442.95932
74190,0.05,4.5183325
95404,1523.05,1508.7297
56736,43.6,55.020596
86656,10.1,10.451186
74551,13.9,13.670669
65084,463.55,507.87314
100110,8.2,16.564621
86590,156.95,131.36945
73480,1163.7,1203.5834
55628,1503.5,1566.972
67496,230.85,257.71323
86920,3060.0,3146.694
91814,2254.7,2299.3499
84056,557.4,604.99817
67690,0.1,3.1616964
79035,77.45,102.81898
68606,2.2,6.203376
101702,387.9,394.29337
78561,7.35,14.237906
67663,0.05,11.417014
87546,902.0,887.84827
69809,4.95,38.279476
85440,230.7,243.49681
96179,259.5,193.43117
90114,3.25,8.4905
80354,14.95,53.387802
68571,269.15,345.45282
76022,22.45,36.470768
92734,142.0,136.85269
98012,598.7,620.47034
75797,0.75,6.175803
75543,1040.0,1093.5104
92890,2015.05,2167.3894
59343,1.0,8.483245
98845,831.45,882.08496
60691,37.2,44.060345
101422,1983.25,1932.1812
68963,654.15,705.9938
97053,2260.1,2337.9285
66275,117.35,141.64612
97136,1973.1,1910.9523
56818,113.55,94.278404
66580,15.75,19.253517
75040,1.95,15.18962
58881,357.7,352.98367
59903,210.4,220.30086
69677,43.05,57.21014
85221,47.4,62.08335
78048,102.3,112.50145
93417,377.05,371.40787
87561,232.2,228.98334
76332,68.3,82.743004
55682,9251.6,9462.358
84692,2134.9,2114.052
100095,114.2,82.18253
84725,433.45,447.29974
68779,96.2,111.06393
74955,18.6,19.270271
62676,1030.0,1131.7002
89872,0.45,7.4783926
53184,409.95,442.81287
58764,425.95,426.80093
95668,160.9,173.27333
91677,4.1,11.173392
68071,6.0,7.730201
73815,1474.0,1479.7367
71354,12.2,45.4777
62939,1821.85,1910.8517
91018,545.2,527.90466
102127,222.3,136.0685
65000,2.9,7.3551397
96076,522.15,486.29495
93473,1670.0,1860.3793
65200,17.6,33.307144
82684,67.0,101.421196
55533,495.6,511.83017
77888,16.35,11.775237
91732,638.7,639.8746
92948,2.1,11.6674795
99406,29.65,27.35492
59734,1590.05,1638.842
79862,6.45,20.943672
99038,1.55,6.04486
54018,491.0,499.1539
70038,677.0,730.43066
77626,135.3,139.42747
95025,26.7,26.699226
71619,165.75,171.60301
79521,69.5,85.77245
55142,1.0,6.550208
59672,71.1,73.66173
52484,1830.6,1923.6042
91833,1040.1,1068.0398
97364,10.55,18.390572
91387,1.75,114.66294
67904,1447.0,1497.4025
74549,16.75,16.617523
68565,525.65,604.5375
99753,122.7,224.3112
80149,18.2,21.87479
97666,17.8,15.522002
62957,369.55,368.9103
80377,0.45,5.292426
59893,539.55,554.68115
100666,863.7,887.23035
86986,0.55,6.296859
70466,685.6,719.94165
77893,6.0,4.627433
72938,153.95,160.4159
73072,10.5,17.560863
81728,4608.0,4923.269
90369,334.5,323.47626
76985,6.05,6.4744406
96087,186.1,147.81262
89677,363.85,379.24207
57269,2276.8,2330.1792
91666,23.65,37.64205
97189,1017.15,1060.6471
91562,1.25,7.648978
78901,750.35,794.7465
101720,22.25,26.544975
71178,984.55,1013.7551
82139,1740.0,1782.615
100315,376.3,407.73306
97342,482.6,500.75122
94855,1510.0,1552.9314
56320,315.5,312.44037
74143,947.6,1007.32495
85426,695.7,763.13837
64582,410.65,454.8632
75580,50.3,61.821617
83889,857.6,884.7959
74561,7.15,6.628394
102323,4065.0,4092.8071
73509,16.45,29.909004
60455,5.5,6.2299795
74820,863.9,865.70245
59040,147.15,141.33434
95233,900.3,907.3174
69147,0.7,6.432555
56905,475.1,456.90878
76559,1.0,10.569701
57155,91.75,179.08989
83888,1501.55,1572.0887
101532,8.5,33.4988
62361,2.05,18.049545
90539,364.25,365.71234
63207,322.1,379.52637
62356,9.1,39.52398
